Ministerio,Subsecretaria,Servicio,Pregunta,subpregunta,Respuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Medios de Difusión de los Funcionarios Encargados del Proceso de Consulta			 ","Actividad específica ",
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Medios de Difusión de los Funcionarios Encargados del Proceso de Consulta			 ","Estrategia / Programa de difusión ",
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Medios de Difusión de los Funcionarios Encargados del Proceso de Consulta			 ","Otros ",
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Medios de Difusión de los Funcionarios Encargados del Proceso de Consulta			 ","Vía página web o intranet del servicio ",
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de Difusión de los Funcionarios Encargados del Proceso de Denuncia,"Actividad específica ",
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de Difusión de los Funcionarios Encargados del Proceso de Denuncia,"Estrategia / Programa de difusión ",
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de Difusión de los Funcionarios Encargados del Proceso de Denuncia,"Otros ",1
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de Difusión de los Funcionarios Encargados del Proceso de Denuncia,"Vía página web o intranet del servicio ",1
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de difusión del Sistema de Integridad,"Actividad de difusión Sistema de Integridad 2018 ",
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de difusión del Sistema de Integridad,"Actividad de difusión Sistema de Integridad 2019 ",
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de difusión del Sistema de Integridad,"Actividad de difusión Sistema de Integridad 2020 ",
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de difusión del Sistema de Integridad,"Hito de lanzamiento Sistema de Integridad 2018 ",
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de difusión del Sistema de Integridad,"Hito de lanzamiento Sistema de Integridad 2019 ",
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de difusión del Sistema de Integridad,"Hito de lanzamiento Sistema de Integridad 2020 ",
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de difusión del Sistema de Integridad,"Programa de difusión Sistema de Integridad 2018 ",
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de difusión del Sistema de Integridad,"Programa de difusión Sistema de Integridad 2019 ",
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de difusión del Sistema de Integridad,"Programa de difusión Sistema de Integridad 2020 ",
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de registro de consulta,Correo electrónico,1
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de registro de consulta,Funcionario encargado,1
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de registro de consulta,"Intranet ",0
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de registro de consulta,Oficina de Partes,0
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de registro de consulta,Otro,0
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de registro de consulta,Teléfono,0
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de registro de denuncia,Archivo electrónico,1
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de registro de denuncia,Drive institucional,0
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de registro de denuncia,Otro,0
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de registro de denuncia,Plataforma interna,0
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Medios de registro de denuncia,Registro en papel,0
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Registro Interno de Consulta,,Tiene Registro Interno de Consulta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Registro Interno de Denuncia,,Tiene Registro Interno de Denuncia
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Resolución que designa Asesores Técnicos ",,2021
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Resolución que designa Comité de Integridad ",,2021
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Resolución que designa Coordinador de Integridad ",,2019
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Consultas Respondidas 2019,1
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias con Investigación Sumaria 2019,1
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias con Sumario Administrativo 2019,1
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias Desestimada 2019,1
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias en Proceso 2019,1
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias Respondidas 2019,1
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,Promedio de Días de Demora en Responder una Consulta 2019,1
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,Promedio de Días de Demora en Responder una Denuncia 2019,1
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Tiene Codigo de Etica,,1
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Usted conoce el Código de Ética de su institución,a.Si conoce el Código de Ética,No responde encuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Usted conoce el Código de Ética de su institución,b.No conoce el Código de Ética,No responde encuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Usted conoce el Código de Ética de su institución,c.No tiene conocimiento de este instrumento,No responde encuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,Usted conoce el Código de Ética de su institución,"No responde ",No responde encuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Usted conoce la Estructura de Integridad			 ",a.	Si conoce la Estructura de Integridad,No responde encuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Usted conoce la Estructura de Integridad			 ",b.	No conoce la Estructura de Integridad,No responde encuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Usted conoce la Estructura de Integridad			 ",c.	Tengo alguna información de la Estructura de Integridad,No responde encuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Usted conoce la Estructura de Integridad			 ",No responde,No responde encuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","No responde ",No responde encuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","No sabe cómo utilizar el canal de consulta en materia Integridad ",No responde encuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","Si sabe cómo utilizar el canal de consulta en materia Integridad ",No responde encuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","Tengo información incompleta sobre cómo utilizar el canal de consulta ",No responde encuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","No responde ",No responde encuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","No sabe cómo utilizar el canal de denuncia en materia Integridad ",No responde encuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","Si sabe cómo utilizar el canal de denuncia en materia Integridad ",No responde encuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","Tengo información incompleta sobre cómo utilizar el canal de denuncia ",No responde encuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","No existe un canal de consulta en materia Integridad ",No responde encuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","No responde ",No responde encuesta
Ministerio de Vivienda y Urbanismo,Subsecretaría de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Antofagasta,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","Si existe un canal de consulta en materia Integridad ",No responde encuesta
