Nivel;Tipo Cargo;Ministerio;Servicio;Nombre Cargo;Fecha Nombramiento;Fecha Inicio Labor;Concurso;Sexo
Nivel II;Adscrito;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Director/a Departamento Recursos Humanos;06-02-2014;01-04-2014;2362;Hombre
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;Jefe/a División Función: Abastecimiento;28-01-2014;01-02-2014;2363;Hombre
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Jefe/a de División Función Personal(División Gestión y Desarrollo de Personas);06-01-2014;06-01-2014;2364;Mujer
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Departamento de Calidad y Control Normativo;20-10-2015;12-10-2015;2371;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a de Hospital Claudio Vicuña;12-02-2015;10-02-2015;2372;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subdirector/a Administrativo/a Hospital del Salvador;11-02-2014;01-03-2014;2377;Hombre
Nivel II;Adscrito;Ministerio de Salud;Instituto de Salud Pública;Jefe/a Departamento Función: Agencia Nacional de Medicamentos;14-09-2015;14-09-2015;2378;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Propiedad Industrial;Subdirector/a Jurídico/a;27-03-2014;01-04-2014;2379;Mujer
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Los Ríos;06-03-2014;17-03-2014;2384;Hombre
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Fiscal;27-08-2015;01-09-2015;2395;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Hospital Carlos Van Buren;28-01-2015;27-01-2015;2400;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Jefe/a División Función: Finanzas y Administración;13-02-2015;13-02-2015;2403;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subdirector/a Administrativo/a Hospital Dr. Félix Bulnes Cerda;30-07-2015;01-09-2015;2404;Hombre
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Libertador Bernardo OHiggins;27-02-2015;27-02-2015;2406;Hombre
Nivel II;Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Jefe/a División de Estudios;17-09-2014;15-10-2014;2408;Mujer
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Función Gestión de Personas;11-02-2015;01-04-2015;2409;Mujer
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Arica y Parinacota;23-02-2015;01-03-2015;2410;Hombre
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Antofagasta;19-08-2015;06-09-2015;2412;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subdirector/a Médico/a Servicio de Salud;28-07-2016;01-08-2016;2413;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Aysén;09-07-2015;01-07-2015;2416;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arauco;Director/a Atención Primaria;20-07-2015;01-08-2015;2417;Mujer
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Araucanía;25-03-2015;01-04-2015;2418;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Central;Subdirector/a Administrativo/a Servicio de Salud;18-12-2014;01-12-2014;2419;Hombre
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe de Departamento Función Usuarios;11-09-2015;01-10-2015;2425;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Subdirector/a Administrativo/a Servicio de Salud;10-09-2015;01-08-2015;2426;Mujer
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Departamento Recursos Financieros;10-07-2015;08-07-2015;2428;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Hospital de Tocopilla;12-11-2014;03-11-2014;2434;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a de Atención Primaria;28-10-2014;01-11-2014;2435;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Bdo. OHiggins;09-07-2015;01-07-2015;2436;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Metropolitano;28-05-2015;01-06-2015;2444;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subdirector/a Administrativo/a Servicio de Salud;15-01-2016;01-02-2016;2448;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Seguridad Social;Intendente/a de Seguridad y Salud en el Trabajo;10-10-2014;01-11-2014;2449;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Director/a del Hospital de Coyhaique;30-11-2015;07-12-2015;2456;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Valparaíso;28-01-2015;01-02-2015;2460;Hombre
Nivel II;Adscrito;Ministerio de Energía;Comisión Nacional de Energía;Jefe/a Departamento Función Jurídico;29-11-2016;01-01-2017;2461;Mujer
Nivel II;Adscrito;Ministerio de Energía;Comisión Nacional de Energía;Jefe/a Departamento Función Hidrocarburos;29-12-2016;01-01-2017;2463;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Arica y Parinacota;05-02-2015;01-03-2015;2465;Mujer
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Subdirector/a de Sistemas de Información y de Administración;15-06-2015;15-06-2015;2466;Mujer
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Tarapacá;14-01-2016;18-01-2016;2470;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región de Valparaíso;05-12-2014;09-12-2014;2471;Mujer
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Valparaíso;06-04-2015;22-04-2015;2472;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Director/a Hospital Guillermo Grant Benavente;07-08-2015;18-08-2015;2473;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Director/a Hospital Traumatológico;11-11-2015;16-11-2015;2474;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Subdirector/a Administrativo/a Servicio de Salud;14-03-2016;17-03-2016;2477;Mujer
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Valparaíso;01-12-2014;01-12-2014;2479;Mujer
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional del Bío - Bío;28-01-2015;01-02-2015;2480;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a Departamento Desarrollo y Control;03-08-2016;01-08-2016;2482;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional de Aysén del General Carlos Ibáñez del Campo;04-02-2015;05-02-2015;2487;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Jefe/a División Fiscalía;13-02-2015;12-02-2015;2505;Hombre
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional de Antofagasta;18-03-2016;14-03-2016;2522;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subdirector/a Administrativo/a Servicio de Salud;22-01-2015;01-02-2015;2524;Hombre
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe/a Departamento Gestión de Programas;15-07-2015;01-08-2015;2529;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Subdirector/a Función Administrativa;31-12-2014;07-01-2015;2531;Hombre
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Jefe/a División Función Jurídica;18-06-2015;19-06-2015;2534;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Sur;Subdirector/a Administrativo/a Servicio de Salud;22-01-2015;01-02-2015;2540;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subdirector/a Médico/a Servicio de Salud;04-12-2015;07-12-2015;2541;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Jefe/a Departamento Auditoría;29-01-2015;01-03-2015;2542;Hombre
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Metropolitano/a;13-01-2015;01-03-2015;2543;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a de División Tecnología;24-11-2014;12-11-2014;2545;Hombre
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Coquimbo;30-01-2015;23-02-2015;2549;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Arica y Parinacota;23-10-2014;01-12-2014;2552;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Antofagasta;12-01-2015;02-02-2015;2554;Mujer
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Coquimbo;13-01-2015;02-02-2015;2556;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Metropolitana;18-12-2014;01-01-2015;2558;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Maule;18-12-2014;01-01-2015;2560;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Los Lagos;03-12-2014;15-12-2014;2563;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Los Ríos;03-12-2014;15-12-2014;2564;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Aysén;01-12-2014;15-12-2014;2565;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Magallanes y la Antártica Chilena;03-12-2014;15-12-2014;2566;Mujer
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Función: Protección Agrícola y Forestal;14-01-2015;02-02-2015;2567;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Semillas;13-01-2015;02-02-2015;2568;Hombre
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Metropolitano/a;22-01-2015;01-02-2015;2579;Mujer
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Antofagasta;25-11-2015;14-12-2015;2580;Mujer
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Coquimbo;17-12-2014;01-01-2015;2581;Mujer
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Aysén;02-03-2015;02-03-2015;2583;Hombre
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Atacama;28-01-2015;01-02-2015;2584;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Tarapacá;04-02-2015;05-02-2015;2586;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Arica y Parinacota;04-02-2015;05-02-2015;2587;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Atacama;04-02-2015;05-02-2015;2588;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional OHiggins;13-01-2015;12-01-2015;2589;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Maule;13-01-2015;12-01-2015;2590;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Bío-Bío;13-01-2015;12-01-2015;2591;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Araucanía;13-01-2015;12-01-2015;2592;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Los Lagos;04-02-2015;05-02-2015;2593;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Los Ríos;17-06-2015;01-06-2015;2594;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Magallanes y la Antártica Chilena;04-02-2015;05-02-2015;2595;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Subdirector/a Desarrollo Rural;13-01-2015;13-01-2015;2597;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Jefe/a División Función: Asistencia Financiera;29-01-2015;29-01-2015;2599;Hombre
Nivel II;Adscrito;Ministerio de Salud;Superintendencia de Salud;Jefe/a Departamento Función: Administración y Finanzas;10-09-2015;21-09-2015;2600;Hombre
Nivel II;Adscrito;Ministerio de Salud;Superintendencia de Salud;Intendente/a de Prestadores de Salud;13-08-2015;14-08-2015;2601;Hombre
Nivel II;Adscrito;Ministerio de Salud;Superintendencia de Salud;Jefe/a Departamento Función: Estudios y Desarrollo;23-07-2015;09-09-2015;2602;Hombre
Nivel II;Adscrito;Ministerio de Salud;Superintendencia de Salud;Fiscal;04-08-2015;01-08-2015;2603;Hombre
Nivel II;Adscrito;Ministerio de Salud;Superintendencia de Salud;Intendente/a de Fondos y Seguros Previsionales de Salud;09-10-2015;19-10-2015;2604;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Norte;Subdirector/a Administrativo/a Servicio de Salud;05-01-2015;01-01-2015;2607;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Director/a Hospital del Salvador;21-01-2015;01-04-2015;2608;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Comisión Nacional de Riego;Jefe/a de División de Estudios y Desarrollo;29-05-2015;29-05-2015;2609;Mujer
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Aysén;11-02-2015;01-04-2015;2610;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Seguridad Social;Intendente/a de Beneficios Sociales;10-09-2014;28-10-2014;2613;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Subdirector/a Administrativo/a Servicio de Salud;14-07-2015;01-08-2015;2614;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Valparaíso;24-08-2015;01-09-2015;2618;Hombre
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Departamento de Fiscalía;20-07-2015;15-07-2015;2621;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región de Magallanes y la Antártica Chilena;17-12-2014;18-12-2014;2622;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Sur;Jefe/a Departamento Auditoría;06-01-2015;01-01-2015;2624;Hombre
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Tarapacá;30-06-2015;01-07-2015;2627;Hombre
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Jefe/a División Administración y Finanzas;30-01-2015;01-02-2015;2631;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Sur;Director/a Hospital de Pitrufquén;29-01-2016;01-02-2016;2637;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Antofagasta;11-05-2015;13-04-2015;2638;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a Administrativo/a Servicio de Salud;09-09-2015;01-09-2015;2640;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a de Atención Primaria;06-11-2015;01-11-2015;2641;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Subdirector/a Administrativo/a Servicio de Salud;03-02-2015;03-02-2015;2643;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Superintendencia de Insolvencia y Reemprendimiento;Jefe/a Departamento Financiero y Administración;19-03-2015;20-03-2015;2644;Mujer
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Gendarmería de Chile;Subdirector/a de Reinserción Social;16-10-2014;16-10-2014;2646;Mujer
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Maule;22-01-2015;01-02-2015;2652;Hombre
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Maule;22-04-2015;01-04-2015;2654;Mujer
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Aysén;25-02-2015;01-03-2015;2655;Hombre
