Nivel;Adscrito;Ministerio;Servicio;Nombre Cargo;Año Convocatoria;Mes Convocatoria;Concurso;Id Cargo
Nivel II;No Adscrito;Administración local;Municipalidad de Pinto;Jefe/a Departamento de Administración de Educación Municipal de Pinto;2014;abr;2402;II 995
Nivel II;No Adscrito;Administración local;Municipalidad de Puerto Montt;Jefe/a de la Dirección de Educación Municipal;2014;mar;2424;II 837
Nivel II;No Adscrito;Administración local;Municipalidad de Requinoa;Jefe/a Departamento de Administración de Educación Municipal de Requinoa;2014;mar;2431;II 1002
Nivel II;No Adscrito;Administración local;Municipalidad de Doñihue;Jefe/a de Departamento de Administración de Educación Municipal de Doñihue;2014;mar;2176;II 957
Nivel II;No Adscrito;Administración local;Municipalidad de Chañaral;Jefe Departamento de Administración de Educación Municipal de Chañaral;2013;mar;2069;II 939
Nivel II;No Adscrito;Administración local;Municipalidad de los Ángeles;Director/a Departamento de Administración de Educación Municipal de Los Angeles;2013;mar;1969;II 897
Nivel II;No Adscrito;Administración local;Municipalidad de Nogales;Jefe/a Departamento de Administración de Educación Municipal de Nogales;2013;mar;2007;II 926
Nivel II;No Adscrito;Administración local;Municipalidad de Cañete;Jefe/a Departamento de Administración de Educación Municipal de Cañete;2013;may;2075;II 942
Nivel II;No Adscrito;Administración local;Municipalidad de Gorbea;Jefe/a Departamento de Administración de Educación Municipal de Gorbea;2013;may;2124;II 948
Nivel II;No Adscrito;Administración local;Municipalidad de Cerrillos;Jefe/a Departamento de Administración de Educación Municipal de Cerrillos;2013;abr;2207;II 960
Nivel II;No Adscrito;Administración local;Municipalidad de La Unión;Jefe/a Departamento de Administración de Educación Municipal de La Unión;2013;jul;2246;II 962
Nivel II;No Adscrito;Administración local;Municipalidad de Calbuco;Jefe/a Departamento de Administración de Educación Municipal de Calbuco;2013;jul;2323;II 946
Nivel II;No Adscrito;Administración local;Municipalidad de Pelluhue;Jefe/a Departamento de Administración de Educación Municipal de Pelluhue;2013;ago;2309;II 974
Nivel II;No Adscrito;Administración local;Municipalidad de Sagrada Familia;Jefe/a Departamento de Administración de Educación Municipal de Sagrada Familia;2013;jul;2147;II 950
Nivel II;No Adscrito;Administración local;Municipalidad de Limache;Jefe/a del Departamento de Educación Municipal de Limache;2013;mar;2076;II 836
Nivel II;No Adscrito;Administración local;Municipalidad de Santiago;Director/a de Educación Municipal de Santiago;2013;mar;2149;II 952
Nivel II;No Adscrito;Administración local;Municipalidad de Longaví;Jefe/a Departamento de Administración de Educación Municipal de Longaví;2013;nov;2056;II 936
Nivel II;No Adscrito;Administración local;Municipalidad de Olivar;Jefe/a Departamento de Administración de Educación Municipal de Olivar;2013;may;2257;II 964
Nivel II;No Adscrito;Administración local;Municipalidad de Santiago;Director/a de Educación Municipal de Santiago;2013;nov;2351;II 952
Nivel II;No Adscrito;Administración local;Municipalidad de Rio Negro;Jefe/a de Departamento de Administración de Educación Municipal de Rio Negro;2013;ago;2272;II 869
Nivel II;No Adscrito;Administración local;Municipalidad de Romeral;Jefe/a Departamento de Administración de Educación Municipal de Romeral;2013;ago;1984;II 900
Nivel II;No Adscrito;Administración local;Municipalidad de Concón;Jefe/a Departamento de Administración de Educación Municipal de Concón;2013;dic;2389;II 992
Nivel II;No Adscrito;Administración local;Municipalidad de Combarbalá;Jefe/a Departamento de Administración de Educación Municipal de Combarbalá;2013;dic;2350;II 984
Nivel II;No Adscrito;Administración local;Municipalidad de San Clemente;Jefe/a Departamento de Administración de Educación Municipal de San Clemente;2013;dic;2368;II 988
Nivel II;No Adscrito;Administración local;Municipalidad de Canela;Jefe/a Departamento de Administración de Educación Municipal de Canela;2013;dic;2240;II 887
Nivel II;No Adscrito;Administración local;Municipalidad de San Francisco de Mostazal;Jefe/a Departamento de Administración de Educación Municipal de Mostazal;2013;oct;2273;II 968
Nivel II;No Adscrito;Administración local;Municipalidad de Nueva Imperial;Jefe/a Departamento de Administración de Educación Municipal de Nueva Imperial;2013;sep;2275;II 969
Nivel II;No Adscrito;Administración local;Municipalidad de Coltauco;Jefe/a Departamento de Administración de Educación Municipal;2013;ene;1755;II 867
Nivel II;No Adscrito;Administración local;Municipalidad de Llanquihue;Jefe/a Departamento de Administración de Educación Municipal de Llanquihue;2013;nov;2310;II 975
Nivel II;No Adscrito;Administración local;Municipalidad de Independencia;Jefe/a Departamento de Administración de Educación Municipal de Independencia;2013;ene;2028;II 930
Nivel II;No Adscrito;Otros Organismos;Servicio Electoral;Director/a Regional Valparaíso;2012;abr;1870;II 778
Nivel II;No Adscrito;Administración local;Municipalidad de Mulchén;Jefe/a Departamento de Administración de Educación Municipal;2012;abr;1845;II 872
Nivel II;No Adscrito;Administración local;Municipalidad de Villarrica;Jefe/a de Departamento de Administración de Educación Municipal de Villarrica;2012;abr;1857;II 876
Nivel II;No Adscrito;Administración local;Municipalidad de Purranque;Jefe/a Departamento de Administración de Educación Municipal de Purranque;2012;jul;1976;II 898
Nivel II;No Adscrito;Administración local;Municipalidad de San Carlos;Jefe/a Departamento de Administración de Educación Municipal de San Carlos;2012;jul;1919;II 892
Nivel II;No Adscrito;Administración local;Municipalidad de Maullín;Jefe/a Departamento de Administración de Educación Municipal;2012;ago;1745;II 865
Nivel II;No Adscrito;Administración local;Municipalidad de Rio Negro;Jefe/a de Departamento de Administración de Educación Municipal de Rio Negro;2012;ago;1792;II 869
Nivel II;No Adscrito;Administración local;Municipalidad de Salamanca;Jefe/a Departamento de Administración de Educación Municipal de Salamanca;2012;ago;1916;II 889
Nivel II;No Adscrito;Administración local;Municipalidad de Curicó;Jefe/a Departamento de Administración de Educación Municipal de Curicó;2012;jul;1917;II 890
Nivel II;No Adscrito;Administración local;Municipalidad de La Granja;Jefe/a de Departamento de Administración de Educación Municipal de la Granja;2012;jun;1855;II 875
Nivel II;No Adscrito;Administración local;Municipalidad de Yumbel;Jefe/a Departamento de Administración de Educación Municipal de Yumbel;2012;nov;2035;II 935
Nivel II;No Adscrito;Administración local;Municipalidad de Rengo;Jefe/a de Departamento de Administración de Educación Municipal de Rengo;2012;abr;1880;II 882
Nivel II;No Adscrito;Administración local;Municipalidad de Peralillo;Jefe/a de Departamento de Administración de Educación Municipal de Peralillo;2012;abr;1882;II 884
Nivel II;No Adscrito;Administración local;Municipalidad de Canela;Jefe/a Departamento de Administración de Educación Municipal de Canela;2012;may;1893;II 887
Nivel II;No Adscrito;Administración local;Municipalidad de Coyhaique;Jefe/a de Departamento de Administración de Educación Municipal de Coyhaique;2012;may;1875;II 879
Nivel II;No Adscrito;Administración local;Municipalidad de Palmilla;Jefe/a Departamento de Administración de Educación Municipal de Palmilla;2016;ene;2452;II 1026
Nivel I;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Valdivia;Director/a Ejecutivo/a;2022;nov;ADP-12910;I 264
Nivel I;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Marga Marga;Director/a Ejecutivo;2022;nov;ADP-15441;I 277
Nivel I;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Andalién Costa;Director/a Ejecutivo;2022;nov;ADP-15442;I 282
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Director/a Servicio de Salud;2022;dic;ADP-12279;I 58
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Arauco;Director/a Servicio de Salud;2022;oct;ADP-10242;I 69
Nivel I;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Costa Central;Director/a Ejecutivo/a;2023;ene;ADP-12914;I 269
Nivel I;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Los Libertadores;Director/a Ejecutivo;2023;ene;ADP-15444;I 278
Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección de Obras Portuarias;Director/a Nacional;2023;mar;ADP-15636;I 38
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Biobío;Director/a Regional Serviu Bío-Bío;2023;mar;ADP-17815;I 88
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Tarapacá;Director/a Regional Serviu Tarapacá;2023;mar;ADP-16277;I 79
Nivel I;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública del Elqui;Director/a Ejecutivo/a;2023;feb;ADP-12912;I 267
Nivel I;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública del Tamarugal;Director/a Ejecutivo/a;2023;feb;ADP-13047;I 224
Nivel I;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública del Pino;Director/a Ejecutivo;2023;feb;ADP-15443;I 281
Nivel I;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Santa Rosa;Director/a Ejecutivo;2023;ene;ADP-15446;I 279
Nivel I;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Santa Corina;Director/a Ejecutivo;2023;ene;ADP-15445;I 280
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a de la Unidad Personas;2023;mar;ADP-16780;I 241
Nivel I;No Adscrito;Otros Organismos;Tercer Tribunal Ambiental;Ministro/a Suplente Licenciado/a en Ciencias;2018;mar;ADP-3900;I 127
Nivel I;No Adscrito;Otros Organismos;Primer Tribunal Ambiental;Ministro/a Suplente Abogado/a;2019;dic;ADP-5210;I 121
Nivel I;No Adscrito;Ministerio de Energía;Empresa Nacional del Petroleo;Director/a;2022;oct;ADP-14515;I 175
Nivel I;No Adscrito;Ministerio de Energía;Empresa Nacional del Petroleo;Director/a;2022;oct;ADP-14516;I 176
Nivel I;No Adscrito;Ministerio de Obras Públicas;Fondo de Infraestructuras;Director/a Suplente;2022;ago;ADP-14517;I 193
Nivel I;No Adscrito;Ministerio de Obras Públicas;Fondo de Infraestructuras;Director/a Suplente;2022;ago;ADP-14518;I 194
Nivel I;No Adscrito;Otros Organismos;Segundo Tribunal Ambiental;Ministro/a Titular Licenciado en Ciencias;2020;nov;ADP-5952;I 115
Nivel I;No Adscrito;Otros Organismos;Primer Tribunal Ambiental;Ministro/a Titular Licenciado/a en Ciencias;2021;abr;ADP-7147;I 120
Nivel I;No Adscrito;Otros Organismos;Primer Tribunal Ambiental;Ministro/a Suplente Abogado/a;2021;jun;ADP-7773;I 121
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Los Ríos;Subdirector/a Administrativo/a Servicio de Salud;2019;abr;ADP-4785;II 556
Nivel II;Adscrito;Ministerio Secretaría General de Gobierno;Consejo Nacional de Televisión;Directivo/a Jefe/a de Departamento de Administración y Finanzas;2022;nov;ADP-13743;II 1640
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Jefe/a de Unidad de Control del Gobierno Regional Magallanes y La Antartica Chilena;2022;oct;ADP-15247;II 1622
Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Director/a Zonal Sur;2023;mar;ADP-4955;II 1441
Nivel II;Adscrito;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Director/a Regional Coquimbo;2023;may;ADP-12925;II 1127
Nivel II;Adscrito;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Director/a Regional Araucanía;2023;may;ADP-12282;II 1133
Nivel II;Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Jefe/a de División Evaluación y Orientación de Desempeño;2023;may;ADP-18386;II 922
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Región de Ñuble;2023;may;ADP-8478;II 1492
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Subdirector/a Médico/a Servicio de Salud;2023;may;ADP-18555;II 373
Nivel II;Adscrito;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Director/a Regional de Arica y Parinacota;2023;may;ADP-12387;II 1471
Nivel II;Adscrito;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Director/a Regional de Aysén del General Carlos Ibáñez del Campo;2023;may;ADP-6533;II 1484
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Migraciones;Director Regional de los Rios;2023;mar;ADP-9724;II 1756
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur-Oriente;Subdirector/a Administrativo/a Hospital Dr. Sotero del Río;2023;mar;ADP-17816;II 480
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Jefe/a de Unidad de Control del Gobierno Regional Ñuble;2023;feb;ADP-8753;II 1625
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Jefe/a Departamento Auditoría;2023;abr;ADP-12016;II 411
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Maule;2023;may;ADP-15779;II 851
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Aysén;2023;may;ADP-13733;II 856
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación Superior;Fiscal;2023;may;ADP-17671;II 1587
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Director/a Hospital del Salvador;2023;may;ADP-5483;II 432
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Central;Jefe/a Departamento Auditoría;2023;may;ADP-13249;II 441
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Valparaíso;2023;may;ADP-17911;II 146
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Propiedad Industrial;Subdirector/a Jurídico/a;2023;may;ADP-18528;II 739
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional del Adulto Mayor;Jefe/a de División Administración y Finanzas;2023;may;ADP-14689;II 1237
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección General de Concesiones de Obras Públicas;Jefe/a de División Jurídica;2023;may;ADP-16280;II 1516
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Arica, Región de Arica y Parinacota;2023;abr;ADP-17664;II 654
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Valparaíso, Región de Valparaíso;2023;abr;ADP-17598;II 73
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Metropolitano/a;2023;abr;ADP-15234;II 120
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Los Ríos;2023;abr;ADP-15491;II 658
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Araucanía;2023;abr;ADP-12277;II 304
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Aysén;2023;abr;ADP-13953;II 306
Nivel II;Adscrito;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Director/a Regional Atacama;2023;abr;ADP-5173;II 1473
Nivel II;Adscrito;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Director/a Regional Maule;2023;abr;ADP-5174;II 1477
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Jefe/a de Unidad de Control del Gobierno Regional Bío Bío;2023;abr;ADP-15895;II 1618
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe/a Departamento Administración y Finanzas;2023;abr;ADP-16399;II 175
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Fiscal;2023;may;ADP-15047;II 22
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Aysén;2023;may;ADP-18371;II 199
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Fiscal;2023;may;ADP-13367;II 905
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Jefe/a de Unidad de Control del Gobierno Regional O´Higgins;2020;dic;ADP-5854;II 1616
