id Cargo;RBD;Adscrito;Nivel;MINISTERIO;SERVICIO;Entidad;Cargo;Region
III 801;2428;DEEM;III;Educación;Municipal DAEM;Escuela Republica De Grecia;Director/a;OHiggins
III 802;2429;DEEM;III;Educación;Municipal DAEM;Colegio Ines De Suarez;Director/a;OHiggins
III 803;2432;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Vilma Aliaga Calderon;Director/a;OHiggins
III 804;2444;DEEM;III;Educación;Corporación;Instituto Comercial Alberto Valenzuela Llanos De San Fernando;Director/a;OHiggins
III 805;2447;DEEM;III;Educación;Corporación;Liceo De Hombres Neandro Schilling;Director/a;OHiggins
III 806;2448;DEEM;III;Educación;Corporación;Liceo De Ninas Eduardo Charme;Director/a;OHiggins
III 807;2456;DEEM;III;Educación;Corporación;Escuela Olegario Lazo Baeza;Director/a;OHiggins
III 808;2457;DEEM;III;Educación;Corporación;Escuela Basica Isabel La Catolica;Director/a;OHiggins
III 809;2458;DEEM;III;Educación;Corporación;Escuela Jorge Munoz Silva;Director/a;OHiggins
III 81;227;DEEM;III;Educación;Corporación;Escuela Basica Presidente Balmaceda;Director/a;Antofagasta
III 810;2459;DEEM;III;Educación;Corporación;Colegio Giuseppe Bertoluzzi De Felip;Director/a;OHiggins
III 811;2460;DEEM;III;Educación;Corporación;Escuela Hogar Maria Luisa Bouchon;Director/a;OHiggins
III 812;2461;DEEM;III;Educación;Corporación;Escuela Villa Centinela;Director/a;OHiggins
III 813;2462;DEEM;III;Educación;Corporación;Escuela Washington Omar Venegas;Director/a;OHiggins
III 814;2463;DEEM;III;Educación;Corporación;Colegio Hermano Fernando De La Fuente;Director/a;OHiggins
III 815;2464;DEEM;III;Educación;Corporación;Escuela Jose De San Martin;Director/a;OHiggins
III 816;2465;DEEM;III;Educación;Corporación;Escuela Concentrac. Rural Sergio Verdugo Herrera;Director/a;OHiggins
III 817;2467;DEEM;III;Educación;Corporación;Escuela Bas.Abel Bouchon Faure;Director/a;OHiggins
III 818;2469;DEEM;III;Educación;Corporación;Escuela Abraham Lincoln De Agua Buena;Director/a;OHiggins
III 819;2470;DEEM;III;Educación;Corporación;Escuela Bas.San Jose De Los Lingues;Director/a;OHiggins
III 82;228;DEEM;III;Educación;Corporación;Escuela Basica Vado De Topater;Director/a;Antofagasta
III 820;2471;DEEM;III;Educación;Corporación;Escuela Bernardo Moreno Fredes;Director/a;OHiggins
III 821;2472;DEEM;III;Educación;Corporación;Escuela Basica Antonio Lara Medina;Director/a;OHiggins
III 822;2476;DEEM;III;Educación;Corporación;Escuela Basica Gaspar Marin;Director/a;OHiggins
III 823;2486;DEEM;III;Educación;Municipal DAEM;Liceo Municipal Complejo Educ. Chimbarongo;Director/a;OHiggins
III 824;2487;DEEM;III;Educación;Municipal DAEM;Escuela Bas.Fernando Arenas Almarza;Director/a;OHiggins
III 825;2490;DEEM;III;Educación;Municipal DAEM;Escuela F – 411;Director/a;OHiggins
III 826;2491;DEEM;III;Educación;Municipal DAEM;Escuela F – 413;Director/a;OHiggins
III 827;2492;DEEM;III;Educación;Municipal DAEM;Escuela F – 415;Director/a;OHiggins
III 828;2493;DEEM;III;Educación;Municipal DAEM;Escuela Bas. Jose Miguel Carrera Verdugo;Director/a;OHiggins
III 829;2494;DEEM;III;Educación;Municipal DAEM;Escuela F – 449;Director/a;OHiggins
III 83;229;DEEM;III;Educación;Corporación;Escuela Republica De Chile;Director/a;Antofagasta
III 830;2495;DEEM;III;Educación;Municipal DAEM;Escuela F - 451;Director/a;OHiggins
III 831;2498;DEEM;III;Educación;Municipal DAEM;Escuela F - 455;Director/a;OHiggins
III 832;2505;DEEM;III;Educación;Municipal DAEM;Escuela F - 448;Director/a;OHiggins
III 833;2507;DEEM;III;Educación;Municipal DAEM;Escuela Municipal 8;Director/a;OHiggins
III 834;2509;DEEM;III;Educación;Municipal DAEM;Escuela G - 503;Director/a;OHiggins
III 835;2513;DEEM;III;Educación;Municipal DAEM;Escuela G - 503 Las Mercedes;Director/a;OHiggins
III 836;2518;DEEM;III;Educación;Municipal DAEM;Liceo San Francisco;Director/a;OHiggins
III 837;2519;DEEM;III;Educación;Municipal DAEM;Escuela Basica Raul Caceres Pacheco;Director/a;OHiggins
III 838;2520;DEEM;III;Educación;Municipal DAEM;Escuela Municipal La Dehesa;Director/a;OHiggins
III 839;2521;DEEM;III;Educación;Municipal DAEM;Escuela Municipal La Tuna;Director/a;OHiggins
III 84;230;DEEM;III;Educación;Corporación;Escuela Basica Andres Bello;Director/a;Antofagasta
III 840;2523;DEEM;III;Educación;Municipal DAEM;Escuela El Amanecer;Director/a;OHiggins
III 841;2524;DEEM;III;Educación;Municipal DAEM;Escuela Dany German Gonzalez Soto;Director/a;OHiggins
III 842;2525;DEEM;III;Educación;Municipal DAEM;Colegio Basico Consolidado;Director/a;OHiggins
III 843;2526;DEEM;III;Educación;Municipal DAEM;Escuela Bas. Ignacio Carrera Pinto;Director/a;OHiggins
III 844;2527;DEEM;III;Educación;Municipal DAEM;Escuela Básica Puquillay;Director/a;OHiggins
III 845;2528;DEEM;III;Educación;Municipal DAEM;Escuela Bas. Adriana Lyon Vial;Director/a;OHiggins
III 846;2530;DEEM;III;Educación;Municipal DAEM;Liceo Municipal Juan Pablo Ii;Director/a;OHiggins
III 847;2532;DEEM;III;Educación;Municipal DAEM;Colegio Básico De Chépica;Director/a;OHiggins
III 848;2538;DEEM;III;Educación;Municipal DAEM;Escuela Lindorfo Montero Fuenzalida;Director/a;OHiggins
III 849;2539;DEEM;III;Educación;Municipal DAEM;Escuela Luis Arturo Zuniga Fuentes;Director/a;OHiggins
III 85;231;DEEM;III;Educación;Corporación;Escuela Basica John Fitzgerald Kennedy;Director/a;Antofagasta
III 850;2542;DEEM;III;Educación;Municipal DAEM;Escuela Luz Maria Crespo Ureta De Kerestegian;Director/a;OHiggins
III 851;2551;DEEM;III;Educación;Municipal DAEM;Liceo Municipal De Santa Cruz;Director/a;OHiggins
III 852;2552;DEEM;III;Educación;Municipal DAEM;Instituto Politecnico;Director/a;OHiggins
III 853;2553;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Santa Cruz;Director/a;OHiggins
III 854;2554;DEEM;III;Educación;Municipal DAEM;Escuela Especial De Santa Cruz;Director/a;OHiggins
III 855;2555;DEEM;III;Educación;Municipal DAEM;Escuela Maria Araya Valdes;Director/a;OHiggins
III 856;2556;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Paniahue;Director/a;OHiggins
III 857;2558;DEEM;III;Educación;Municipal DAEM;Escuela La Finca;Director/a;OHiggins
III 858;2559;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Barreales;Director/a;OHiggins
III 859;2562;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Isla De Yaquil;Director/a;OHiggins
III 86;232;DEEM;III;Educación;Corporación;Escuela Basica Pedro Vergara Keller;Director/a;Antofagasta
III 860;2565;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Millahue De Apalta;Director/a;OHiggins
III 861;2566;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Cunaco;Director/a;OHiggins
III 862;2575;DEEM;III;Educación;Municipal DAEM;Escuela Municipal;Director/a;OHiggins
III 863;2577;DEEM;III;Educación;Municipal DAEM;Escuela Angel Arrigorriaga;Director/a;OHiggins
III 864;2583;DEEM;III;Educación;Municipal DAEM;Liceo De Lolol;Director/a;OHiggins
III 865;2584;DEEM;III;Educación;Municipal DAEM;Escuela Octavio Mujica Valenzuela;Director/a;OHiggins
III 866;2599;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Pumanque;Director/a;OHiggins
III 867;2601;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Nilahue Cornejo;Director/a;OHiggins
III 868;2611;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Palmilla;Director/a;OHiggins
III 869;2612;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Sn.Jose Del Carmen;Director/a;OHiggins
III 87;236;DEEM;III;Educación;Corporación;Escuela De Parvulos Las Abejitas;Director/a;Antofagasta
III 870;2613;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Santa Matilde;Director/a;OHiggins
III 871;2615;DEEM;III;Educación;Municipal DAEM;Escuela Jorge Errazuriz Echeñique;Director/a;OHiggins
III 872;2617;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Sn. Fco. Del Huique;Director/a;OHiggins
III 873;2624;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Lihueimo;Director/a;OHiggins
III 874;2625;DEEM;III;Educación;Municipal DAEM;Liceo Victor Jara;Director/a;OHiggins
III 875;2626;DEEM;III;Educación;Municipal DAEM;Colegio Manuel Rodriguez Erdoiza;Director/a;OHiggins
III 876;2627;DEEM;III;Educación;Municipal DAEM;Escuela Gustavo Rivera Bustos;Director/a;OHiggins
III 877;2629;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Sara Ravello Parraguez;Director/a;OHiggins
III 878;2634;DEEM;III;Educación;Municipal DAEM;Escuela Pablo Neruda;Director/a;OHiggins
III 879;2635;DEEM;III;Educación;Municipal DAEM;Liceo Agustin Ross Edwards;Director/a;OHiggins
III 88;237;DEEM;III;Educación;Corporación;Escuela De Parvulos Llamito Blanco;Director/a;Antofagasta
III 880;2636;DEEM;III;Educación;Municipal DAEM;Escuela Pueblo De Viudas;Director/a;OHiggins
III 881;2637;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Villa San Pedro;Director/a;OHiggins
III 882;2650;DEEM;III;Educación;Municipal DAEM;Escuela Cahuil;Director/a;OHiggins
III 883;2654;DEEM;III;Educación;Municipal DAEM;Colegio Libertadores;Director/a;OHiggins
III 884;2657;DEEM;III;Educación;Municipal DAEM;Liceo Municipal Pablo Neruda;Director/a;OHiggins
III 885;2658;DEEM;III;Educación;Municipal DAEM;Colegio Municipal Divina Gabriela;Director/a;OHiggins
III 886;2660;DEEM;III;Educación;Municipal DAEM;Escuela Francisco Chavez Cifuentes;Director/a;OHiggins
III 887;2664;DEEM;III;Educación;Municipal DAEM;Escuela Basica Confederacion Helvetica;Director/a;OHiggins
III 888;2682;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Quelentaro;Director/a;OHiggins
III 889;2686;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Pulin;Director/a;OHiggins
III 89;238;DEEM;III;Educación;Corporación;Escuela Diferencial Loa;Director/a;Antofagasta
III 890;2694;DEEM;III;Educación;Municipal DAEM;Escuela Prof. Monica Silva Gomez;Director/a;OHiggins
III 891;2701;DEEM;III;Educación;Municipal DAEM;Liceo Municipal Instituto Cardenal Caro;Director/a;OHiggins
III 892;2707;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Nobeles De Chile;Director/a;OHiggins
III 893;2714;DEEM;III;Educación;Municipal DAEM;Escuela Union De Mujeres Americanas;Director/a;OHiggins
III 894;2715;DEEM;III;Educación;Municipal DAEM;Esc.Basica Mercedes Urzua Diaz;Director/a;OHiggins
III 895;2716;DEEM;III;Educación;Municipal DAEM;Escuela Municipal San Pedro De Alcantara;Director/a;OHiggins
III 896;2717;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Albertina Valenzuela;Director/a;OHiggins
III 897;2730;DEEM;III;Educación;Municipal DAEM;Escuela Especial Curico;Director/a;Maule
III 898;2732;DEEM;III;Educación;Municipal DAEM;Liceo Fernando Lazcano;Director/a;Maule
III 899;2733;DEEM;III;Educación;Municipal DAEM;Liceo Luis Cruz Martinez De Curico;Director/a;Maule
III 9;10;DEEM;III;Educación;Municipal DAEM;Escuela Republica De Francia;Director/a;Arica Y Parinacota
III 90;239;DEEM;III;Educación;Corporación;Escuela Basica 21 De Mayo;Director/a;Antofagasta
III 900;2734;DEEM;III;Educación;Municipal DAEM;Colegio Alessandri;Director/a;Maule
III 901;2735;DEEM;III;Educación;Municipal DAEM;Escuela Presidente J.M.Balmaceda;Director/a;Maule
III 902;2736;DEEM;III;Educación;Municipal DAEM;Escuela Palestina;Director/a;Maule
III 903;2737;DEEM;III;Educación;Municipal DAEM;Colegio Polivalente Japón;Director/a;Maule
III 904;2738;DEEM;III;Educación;Municipal DAEM;Escuela Republica De Brasil;Director/a;Maule
III 905;2740;DEEM;III;Educación;Municipal DAEM;Escuela Grecia;Director/a;Maule
III 906;2741;DEEM;III;Educación;Municipal DAEM;Escuela Ernesto Castro Arellano;Director/a;Maule
III 907;2742;DEEM;III;Educación;Municipal DAEM;Esc.Republica Oriental Del Uruguay;Director/a;Maule
III 908;2744;DEEM;III;Educación;Municipal DAEM;Escuela Espana;Director/a;Maule
III 909;2745;DEEM;III;Educación;Municipal DAEM;Escuela Cataluna;Director/a;Maule
III 91;240;DEEM;III;Educación;Corporación;Escuela Basica Republica De Francia;Director/a;Antofagasta
III 910;2747;DEEM;III;Educación;Municipal DAEM;Escuela San Antonio;Director/a;Maule
III 911;2748;DEEM;III;Educación;Municipal DAEM;Escuela Republica Argentina;Director/a;Maule
III 912;2749;DEEM;III;Educación;Municipal DAEM;Escuela Aguas Negras;Director/a;Maule
III 913;2751;DEEM;III;Educación;Municipal DAEM;Centro Integrado De Educacion De Adultos De Curico;Director/a;Maule
III 914;2753;DEEM;III;Educación;Municipal DAEM;Escuela Republica Estados Unidos;Director/a;Maule
III 915;2755;DEEM;III;Educación;Municipal DAEM;Escuela Maria Olga Figueroa Leyton;Director/a;Maule
III 916;2756;DEEM;III;Educación;Municipal DAEM;Escuela Diego Portales P.;Director/a;Maule
III 917;2761;DEEM;III;Educación;Municipal DAEM;Escuela La Obra;Director/a;Maule
III 918;2764;DEEM;III;Educación;Municipal DAEM;Escuela Isla De Marchant;Director/a;Maule
III 919;2767;DEEM;III;Educación;Municipal DAEM;Escuela Los Cristales;Director/a;Maule
III 92;241;DEEM;III;Educación;Corporación;Escuela Parvularia Las Ardillas;Director/a;Antofagasta
III 920;2794;DEEM;III;Educación;Municipal DAEM;Liceo Teno;Director/a;Maule
III 921;2795;DEEM;III;Educación;Municipal DAEM;Escuela Teno;Director/a;Maule
III 922;2796;DEEM;III;Educación;Municipal DAEM;Escuela Comalle;Director/a;Maule
III 923;2800;DEEM;III;Educación;Municipal DAEM;Escuela Morza;Director/a;Maule
III 924;2801;DEEM;III;Educación;Municipal DAEM;Escuela Monterilla;Director/a;Maule
III 925;2802;DEEM;III;Educación;Municipal DAEM;Escuela Susana Montes Velasco;Director/a;Maule
III 926;2803;DEEM;III;Educación;Municipal DAEM;Escuela Las Arboledas;Director/a;Maule
III 927;2804;DEEM;III;Educación;Municipal DAEM;Esc. Manuel Rodriguez Erdoiza;Director/a;Maule
III 928;2805;DEEM;III;Educación;Municipal DAEM;Escuela Alborada Ventana Del Bajo;Director/a;Maule
III 929;2806;DEEM;III;Educación;Municipal DAEM;Escuela Huemul;Director/a;Maule
III 93;244;DEEM;III;Educación;Corporación;Escuela De Parvulos Los Enanitos;Director/a;Antofagasta
III 930;2809;DEEM;III;Educación;Municipal DAEM;Escuela Las Liras;Director/a;Maule
III 931;2814;DEEM;III;Educación;Municipal DAEM;Escuela San Rafael;Director/a;Maule
III 932;2816;DEEM;III;Educación;Municipal DAEM;Escuela Pdte Carlos Ibanez Del Campo;Director/a;Maule
III 933;2817;DEEM;III;Educación;Municipal DAEM;Escuela San Cristobal;Director/a;Maule
III 934;2820;DEEM;III;Educación;Municipal DAEM;Escuela Los Alisos;Director/a;Maule
III 935;2822;DEEM;III;Educación;Municipal DAEM;Escuela Arturo Alessandri Palma;Director/a;Maule
III 936;2823;DEEM;III;Educación;Municipal DAEM;Escuela Ramon Freire;Director/a;Maule
III 937;2825;DEEM;III;Educación;Municipal DAEM;Escuela America Latina;Director/a;Maule
III 938;2826;DEEM;III;Educación;Municipal DAEM;Escuela Tres Esquinas;Director/a;Maule
III 939;2827;DEEM;III;Educación;Municipal DAEM;Escuela Guaico Centro;Director/a;Maule
III 94;245;DEEM;III;Educación;Corporación;Escuela De Parvulos Papelucho;Director/a;Antofagasta
III 940;2832;DEEM;III;Educación;Municipal DAEM;Escuela Francisco De Paula Santander;Director/a;Maule
III 941;2835;DEEM;III;Educación;Municipal DAEM;Liceo Polivalente De Molina;Director/a;Maule
III 942;2836;DEEM;III;Educación;Municipal DAEM;Liceo Juan Agustin Morales Gonzalez;Director/a;Maule
III 943;2839;DEEM;III;Educación;Municipal DAEM;Escuela Presidente Eduardo Frei Montalva;Director/a;Maule
III 944;2840;DEEM;III;Educación;Municipal DAEM;Escuela Superior De Ninas De Molina;Director/a;Maule
III 945;2843;DEEM;III;Educación;Municipal DAEM;Escuela El Progreso;Director/a;Maule
III 946;2844;DEEM;III;Educación;Municipal DAEM;Esc.Intern.Las Palmas Tres Esquinas;Director/a;Maule
III 947;2845;DEEM;III;Educación;Municipal DAEM;Escuela San Pedro De Molina;Director/a;Maule
III 948;2848;DEEM;III;Educación;Municipal DAEM;Escuela Quechereguas De Pichingal;Director/a;Maule
III 949;2866;DEEM;III;Educación;Municipal DAEM;Escuela Villa Prat;Director/a;Maule
III 95;265;DEEM;III;Educación;Corporación;Escuela De Parvulos Los Conejitos;Director/a;Antofagasta
III 950;2867;DEEM;III;Educación;Municipal DAEM;Esc.De Educ.Gral. Basica Monsenor Enrique Cor;Director/a;Maule
III 951;2868;DEEM;III;Educación;Municipal DAEM;Escuela Santa Rosa;Director/a;Maule
III 952;2870;DEEM;III;Educación;Municipal DAEM;Escuela La Isla;Director/a;Maule
III 953;2871;DEEM;III;Educación;Municipal DAEM;Escuela Lo Valdivia;Director/a;Maule
III 954;2875;DEEM;III;Educación;Municipal DAEM;Escuela Santa Emilia;Director/a;Maule
III 955;2876;DEEM;III;Educación;Municipal DAEM;Escuela Eugenio Tagle Valdes;Director/a;Maule
III 956;2882;DEEM;III;Educación;Municipal DAEM;Liceo Hualane;Director/a;Maule
III 957;2884;DEEM;III;Educación;Municipal DAEM;Escuela Carlos Correa Nunez;Director/a;Maule
III 958;2885;DEEM;III;Educación;Municipal DAEM;Escuela Orilla De Navarro;Director/a;Maule
III 959;2896;DEEM;III;Educación;Municipal DAEM;Liceo Augusto Santelices Valenzuela;Director/a;Maule
III 96;269;DEEM;III;Educación;Municipal DAEM;Escuela Basica San Pedro De Atacama;Director/a;Antofagasta
III 960;2909;DEEM;III;Educación;Municipal DAEM;Liceo Nuevo Horizonte;Director/a;Maule
III 961;2910;DEEM;III;Educación;Municipal DAEM;Escuela Entre Aguas De Llico;Director/a;Maule
III 962;2911;DEEM;III;Educación;Municipal DAEM;Escuela Lago Vichuquen;Director/a;Maule
III 963;2917;DEEM;III;Educación;Municipal DAEM;Escuela Rauco;Director/a;Maule
III 964;2918;DEEM;III;Educación;Municipal DAEM;Escuela Los Almendros;Director/a;Maule
III 965;2920;DEEM;III;Educación;Municipal DAEM;Escuela Quilpoco;Director/a;Maule
III 966;2921;DEEM;III;Educación;Municipal DAEM;Escuela La Alborada;Director/a;Maule
III 967;2927;DEEM;III;Educación;Municipal DAEM;Escuela El Plumero;Director/a;Maule
III 968;2930;DEEM;III;Educación;Municipal DAEM;Liceo De Cultura Y Difusion Artistica;Director/a;Maule
III 969;2931;DEEM;III;Educación;Municipal DAEM;Escuela Inés Sylvester De Artozón;Director/a;Maule
III 97;270;DEEM;III;Educación;Municipal DAEM;Escuela Basica Toconao;Director/a;Antofagasta
III 970;2932;DEEM;III;Educación;Municipal DAEM;Escuela Especial Espana;Director/a;Maule
III 971;2933;DEEM;III;Educación;Municipal DAEM;Escuela Centro De Capacitacion Laboral;Director/a;Maule
III 972;2934;DEEM;III;Educación;Municipal DAEM;Liceo Tecnico Amelia Courbis;Director/a;Maule
III 973;2935;DEEM;III;Educación;Municipal DAEM;Liceo Marta Donoso Espejo;Director/a;Maule
III 974;2937;DEEM;III;Educación;Municipal DAEM;Liceo Industrial Superior;Director/a;Maule
III 975;2938;DEEM;III;Educación;Municipal DAEM;Inst.Sup.De Comercio Enrique Maldonado S;Director/a;Maule
III 976;2939;DEEM;III;Educación;Municipal DAEM;Liceo Diego Portales;Director/a;Maule
III 977;2940;DEEM;III;Educación;Municipal DAEM;Liceo Carlos Condell;Director/a;Maule
III 978;2941;DEEM;III;Educación;Municipal DAEM;Escuela Sargento 2Do Daniel Rebolledo;Director/a;Maule
III 979;2942;DEEM;III;Educación;Municipal DAEM;Escuela Juan Luis Sanfuentes;Director/a;Maule
III 98;279;DEEM;III;Educación;Corporación;Liceo Industrial Eulogio Gordo Moneo;Director/a;Antofagasta
III 980;2943;DEEM;III;Educación;Municipal DAEM;Liceo Hector Perez Biott;Director/a;Maule
